Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2024-03-26,8:30 PM,10:30 PM,Dallas Stars,,San Jose Sharks,,Scheduled
2024-03-27,5:00 PM,7:00 PM,Ottawa Senators,,Buffalo Sabres,,Scheduled
2024-03-27,5:30 PM,7:30 PM,Boston Bruins,,Tampa Bay Lightning,,Scheduled
2024-03-28,5:00 PM,7:00 PM,New York Islanders,,Florida Panthers,,Scheduled
2024-03-28,5:00 PM,7:00 PM,Philadelphia Flyers,,Montreal Canadiens,,Scheduled
2024-03-28,5:00 PM,7:00 PM,Chicago Blackhawks,,Ottawa Senators,,Scheduled
2024-03-28,5:00 PM,7:00 PM,Columbus Blue Jackets,,Pittsburgh Penguins,,Scheduled
2024-03-28,5:00 PM,7:00 PM,Washington Capitals,,Toronto Maple Leafs,,Scheduled
2024-03-28,5:30 PM,7:30 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
2024-03-28,6:00 PM,8:00 PM,San Jose Sharks,,Minnesota Wild,,Scheduled
2024-03-28,6:00 PM,8:00 PM,Calgary Flames,,St. Louis Blues,,Scheduled
2024-03-28,6:00 PM,8:00 PM,Vegas Golden Knights,,Winnipeg Jets,,Scheduled
2024-03-28,7:00 PM,9:00 PM,New York Rangers,,Colorado Avalanche,,Scheduled
2024-03-28,7:00 PM,9:00 PM,Los Angeles Kings,,Edmonton Oilers,,Scheduled
2024-03-28,8:00 PM,10:00 PM,Nashville Predators,,Arizona Coyotes,,Scheduled
2024-03-28,8:00 PM,10:00 PM,Anaheim Ducks,,Seattle Kraken,,Scheduled
2024-03-28,8:00 PM,10:00 PM,Dallas Stars,,Vancouver Canucks,,Scheduled
2024-03-29,5:00 PM,7:00 PM,New Jersey Devils,,Buffalo Sabres,,Scheduled
2024-03-30,10:30 AM,12:30 PM,Detroit Red Wings,,Florida Panthers,,Scheduled
2024-03-30,12:30 PM,2:30 PM,Vegas Golden Knights,,Minnesota Wild,,Scheduled
2024-03-30,2:00 PM,4:00 PM,Anaheim Ducks,,Edmonton Oilers,,Scheduled
2024-03-30,4:00 PM,6:00 PM,New York Rangers,,Arizona Coyotes,,Scheduled
2024-03-30,4:00 PM,6:00 PM,Nashville Predators,,Colorado Avalanche,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Toronto Maple Leafs,,Buffalo Sabres,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Pittsburgh Penguins,,Columbus Blue Jackets,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Carolina Hurricanes,,Montreal Canadiens,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Chicago Blackhawks,,Philadelphia Flyers,,Scheduled
2024-03-30,5:00 PM,7:00 PM,New York Islanders,,Tampa Bay Lightning,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Ottawa Senators,,Winnipeg Jets,,Scheduled
2024-03-30,5:00 PM,7:00 PM,Boston Bruins,,Washington Capitals,,Scheduled
2024-03-30,6:00 PM,8:00 PM,San Jose Sharks,,St. Louis Blues,,Scheduled
2024-03-30,8:00 PM,10:00 PM,Los Angeles Kings,,Calgary Flames,,Scheduled
2024-03-30,8:00 PM,10:00 PM,Dallas Stars,,Seattle Kraken,,Scheduled
2024-03-31,1:30 PM,3:30 PM,Anaheim Ducks,,Vancouver Canucks,,Scheduled
2024-04-01,5:00 PM,7:00 PM,Colorado Avalanche,,Columbus Blue Jackets,,Scheduled
2024-04-01,5:00 PM,7:00 PM,Pittsburgh Penguins,,New York Rangers,,Scheduled
2024-04-01,5:00 PM,7:00 PM,New York Islanders,,Philadelphia Flyers,,Scheduled
2024-04-01,5:00 PM,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,Scheduled
2024-04-01,5:00 PM,7:00 PM,Florida Panthers,,Toronto Maple Leafs,,Scheduled
2024-04-01,7:00 PM,9:00 PM,Edmonton Oilers,,St. Louis Blues,,Scheduled
2024-04-01,7:00 PM,9:00 PM,Los Angeles Kings,,Winnipeg Jets,,Scheduled
2024-04-01,8:30 PM,10:30 PM,Seattle Kraken,,San Jose Sharks,,Scheduled
2024-04-02,5:00 PM,7:00 PM,Washington Capitals,,Buffalo Sabres,,Scheduled
2024-04-02,5:00 PM,7:00 PM,Florida Panthers,,Montreal Canadiens,,Scheduled
2024-04-02,5:00 PM,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,Scheduled
2024-04-02,5:30 PM,7:30 PM,Chicago Blackhawks,,New York Islanders,,Scheduled
2024-04-02,6:00 PM,8:00 PM,Ottawa Senators,,Minnesota Wild,,Scheduled
2024-04-02,6:00 PM,8:00 PM,Boston Bruins,,Nashville Predators,,Scheduled
2024-04-02,7:00 PM,9:00 PM,Anaheim Ducks,,Calgary Flames,,Scheduled
2024-04-02,8:00 PM,10:00 PM,Vancouver Canucks,,Vegas Golden Knights,,Scheduled
2024-04-03,5:00 PM,7:00 PM,Tampa Bay Lightning,,Toronto Maple Leafs,,Scheduled
2024-04-03,5:00 PM,7:00 PM,New Jersey Devils,,New York Rangers,,Scheduled
2024-04-03,7:00 PM,9:00 PM,Edmonton Oilers,,Dallas Stars,,Scheduled
2024-04-03,7:30 PM,9:30 PM,Seattle Kraken,,Los Angeles Kings,,Scheduled
2024-04-03,8:00 PM,10:00 PM,Vancouver Canucks,,Arizona Coyotes,,Scheduled
2024-04-04,5:00 PM,7:00 PM,Boston Bruins,,Carolina Hurricanes,,Scheduled
2024-04-04,5:00 PM,7:00 PM,New York Islanders,,Columbus Blue Jackets,,Scheduled
2024-04-04,5:00 PM,7:00 PM,Tampa Bay Lightning,,Montreal Canadiens,,Scheduled
2024-04-04,5:00 PM,7:00 PM,Florida Panthers,,Ottawa Senators,,Scheduled
2024-04-04,5:00 PM,7:00 PM,Pittsburgh Penguins,,Washington Capitals,,Scheduled
2024-04-04,6:00 PM,8:00 PM,Colorado Avalanche,,Minnesota Wild,,Scheduled
2024-04-04,6:00 PM,8:00 PM,St. Louis Blues,,Nashville Predators,,Scheduled
2024-04-04,6:00 PM,8:00 PM,Calgary Flames,,Winnipeg Jets,,Scheduled
2024-04-04,8:30 PM,10:30 PM,Los Angeles Kings,,San Jose Sharks,,Scheduled
2024-04-05,5:00 PM,7:00 PM,Philadelphia Flyers,,Buffalo Sabres,,Scheduled
2024-04-05,5:00 PM,7:00 PM,Washington Capitals,,Carolina Hurricanes,,Scheduled
2024-04-05,5:00 PM,7:00 PM,New York Rangers,,Detroit Red Wings,,Scheduled
2024-04-05,7:00 PM,9:00 PM,Colorado Avalanche,,Edmonton Oilers,,Scheduled
2024-04-05,8:00 PM,10:00 PM,Seattle Kraken,,Anaheim Ducks,,Scheduled
2024-04-05,8:00 PM,10:00 PM,Vegas Golden Knights,,Arizona Coyotes,,Scheduled
2024-04-06,11:00 AM,1:00 PM,Tampa Bay Lightning,,Pittsburgh Penguins,,Scheduled
2024-04-06,1:30 PM,3:30 PM,Florida Panthers,,Boston Bruins,,Scheduled
2024-04-06,2:00 PM,4:00 PM,Winnipeg Jets,,Minnesota Wild,,Scheduled
2024-04-06,2:30 PM,4:30 PM,Dallas Stars,,Chicago Blackhawks,,Scheduled
2024-04-06,4:00 PM,6:00 PM,St. Louis Blues,,San Jose Sharks,,Scheduled
2024-04-06,5:00 PM,7:00 PM,Philadelphia Flyers,,Columbus Blue Jackets,,Scheduled
2024-04-06,5:00 PM,7:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2024-04-06,5:00 PM,7:00 PM,New Jersey Devils,,Ottawa Senators,,Scheduled
2024-04-06,5:30 PM,7:30 PM,Nashville Predators,,New York Islanders,,Scheduled
2024-04-06,8:00 PM,10:00 PM,Edmonton Oilers,,Calgary Flames,,Scheduled
2024-04-06,8:00 PM,10:00 PM,Vancouver Canucks,,Los Angeles Kings,,Scheduled
2024-04-07,11:00 AM,1:00 PM,Buffalo Sabres,,Detroit Red Wings,,Scheduled
2024-04-07,1:30 PM,3:30 PM,Minnesota Wild,,Chicago Blackhawks,,Scheduled
2024-04-07,3:00 PM,5:00 PM,Columbus Blue Jackets,,Carolina Hurricanes,,Scheduled
2024-04-07,4:00 PM,6:00 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2024-04-07,4:00 PM,6:00 PM,Ottawa Senators,,Washington Capitals,,Scheduled
2024-04-07,5:00 PM,7:00 PM,Nashville Predators,,New Jersey Devils,,Scheduled
2024-04-07,5:00 PM,7:00 PM,Montreal Canadiens,,New York Rangers,,Scheduled
2024-04-07,6:00 PM,8:00 PM,St. Louis Blues,,Anaheim Ducks,,Scheduled
2024-04-07,8:00 PM,10:00 PM,Dallas Stars,,Colorado Avalanche,,Scheduled
2024-04-08,5:00 PM,7:00 PM,Pittsburgh Penguins,,Toronto Maple Leafs,,Scheduled
2024-04-08,8:00 PM,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Carolina Hurricanes,,Boston Bruins,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Washington Capitals,,Detroit Red Wings,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Ottawa Senators,,Florida Panthers,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Philadelphia Flyers,,Montreal Canadiens,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Toronto Maple Leafs,,New Jersey Devils,,Scheduled
2024-04-09,5:00 PM,7:00 PM,New York Rangers,,New York Islanders,,Scheduled
2024-04-09,5:00 PM,7:00 PM,Columbus Blue Jackets,,Tampa Bay Lightning,,Scheduled
2024-04-09,6:00 PM,8:00 PM,Buffalo Sabres,,Dallas Stars,,Scheduled
2024-04-09,6:00 PM,8:00 PM,Winnipeg Jets,,Nashville Predators,,Scheduled
2024-04-09,7:30 PM,9:30 PM,Minnesota Wild,,Colorado Avalanche,,Scheduled
2024-04-09,8:00 PM,10:00 PM,Los Angeles Kings,,Anaheim Ducks,,Scheduled
2024-04-09,8:00 PM,10:00 PM,Arizona Coyotes,,Seattle Kraken,,Scheduled
2024-04-09,8:30 PM,10:30 PM,Calgary Flames,,San Jose Sharks,,Scheduled
2024-04-10,6:00 PM,8:00 PM,Chicago Blackhawks,,St. Louis Blues,,Scheduled
2024-04-10,6:30 PM,8:30 PM,Vegas Golden Knights,,Edmonton Oilers,,Scheduled
2024-04-10,8:30 PM,10:30 PM,Arizona Coyotes,,Vancouver Canucks,,Scheduled
2024-04-11,5:00 PM,7:00 PM,Washington Capitals,,Buffalo Sabres,,Scheduled
2024-04-11,5:00 PM,7:00 PM,Philadelphia Flyers,,New York Rangers,,Scheduled
2024-04-11,5:00 PM,7:00 PM,Detroit Red Wings,,Pittsburgh Penguins,,Scheduled
2024-04-11,5:00 PM,7:00 PM,Ottawa Senators,,Tampa Bay Lightning,,Scheduled
2024-04-11,5:00 PM,7:00 PM,New Jersey Devils,,Toronto Maple Leafs,,Scheduled
2024-04-11,5:30 PM,7:30 PM,Columbus Blue Jackets,,Florida Panthers,,Scheduled
2024-04-11,5:30 PM,7:30 PM,Montreal Canadiens,,New York Islanders,,Scheduled
2024-04-11,6:00 PM,8:00 PM,Winnipeg Jets,,Dallas Stars,,Scheduled
2024-04-11,8:00 PM,10:00 PM,San Jose Sharks,,Seattle Kraken,,Scheduled
2024-04-11,8:30 PM,10:30 PM,Calgary Flames,,Los Angeles Kings,,Scheduled
2024-04-12,6:00 PM,8:00 PM,Carolina Hurricanes,,St. Louis Blues,,Scheduled
2024-04-12,6:30 PM,8:30 PM,Nashville Predators,,Chicago Blackhawks,,Scheduled
2024-04-12,7:00 PM,9:00 PM,Arizona Coyotes,,Edmonton Oilers,,Scheduled
2024-04-12,8:00 PM,10:00 PM,Calgary Flames,,Anaheim Ducks,,Scheduled
2024-04-12,8:00 PM,10:00 PM,Minnesota Wild,,Vegas Golden Knights,,Scheduled
2024-04-13,10:30 AM,12:30 PM,New York Islanders,,New York Rangers,,Scheduled
2024-04-13,1:00 PM,3:00 PM,Seattle Kraken,,Dallas Stars,,Scheduled
2024-04-13,2:00 PM,4:00 PM,Winnipeg Jets,,Colorado Avalanche,,Scheduled
2024-04-13,3:00 PM,5:00 PM,Buffalo Sabres,,Florida Panthers,,Scheduled
2024-04-13,3:00 PM,5:00 PM,New Jersey Devils,,Philadelphia Flyers,,Scheduled
2024-04-13,3:30 PM,5:30 PM,Tampa Bay Lightning,,Washington Capitals,,Scheduled
2024-04-13,5:00 PM,7:00 PM,Montreal Canadiens,,Ottawa Senators,,Scheduled
2024-04-13,5:00 PM,7:00 PM,Detroit Red Wings,,Toronto Maple Leafs,,Scheduled
2024-04-13,6:00 PM,8:00 PM,Columbus Blue Jackets,,Nashville Predators,,Scheduled
2024-04-13,6:00 PM,8:00 PM,Boston Bruins,,Pittsburgh Penguins,,Scheduled
2024-04-13,8:00 PM,10:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2024-04-13,8:30 PM,10:30 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2024-04-13,8:30 PM,10:30 PM,Minnesota Wild,,San Jose Sharks,,Scheduled
2024-04-14,11:00 AM,1:00 PM,Seattle Kraken,,St. Louis Blues,,Scheduled
2024-04-14,1:30 PM,3:30 PM,Colorado Avalanche,,Vegas Golden Knights,,Scheduled
2024-04-14,4:00 PM,6:00 PM,Carolina Hurricanes,,Chicago Blackhawks,,Scheduled
2024-04-14,6:00 PM,8:00 PM,Arizona Coyotes,,Calgary Flames,,Scheduled
2024-04-15,5:00 PM,7:00 PM,Montreal Canadiens,,Detroit Red Wings,,Scheduled
2024-04-15,5:00 PM,7:00 PM,New York Islanders,,New Jersey Devils,,Scheduled
2024-04-15,5:00 PM,7:00 PM,Nashville Predators,,Pittsburgh Penguins,,Scheduled
2024-04-15,5:00 PM,7:00 PM,Buffalo Sabres,,Tampa Bay Lightning,,Scheduled
2024-04-15,5:00 PM,7:00 PM,Boston Bruins,,Washington Capitals,,Scheduled
2024-04-15,5:30 PM,7:30 PM,Ottawa Senators,,New York Rangers,,Scheduled
2024-04-15,7:30 PM,9:30 PM,San Jose Sharks,,Edmonton Oilers,,Scheduled
2024-04-15,7:30 PM,9:30 PM,Minnesota Wild,,Los Angeles Kings,,Scheduled
2024-04-16,5:00 PM,7:00 PM,Ottawa Senators,,Boston Bruins,,Scheduled
2024-04-16,5:00 PM,7:00 PM,Carolina Hurricanes,,Columbus Blue Jackets,,Scheduled
2024-04-16,5:00 PM,7:00 PM,Detroit Red Wings,,Montreal Canadiens,,Scheduled
2024-04-16,5:00 PM,7:00 PM,Washington Capitals,,Philadelphia Flyers,,Scheduled
2024-04-16,5:30 PM,7:30 PM,Toronto Maple Leafs,,Florida Panthers,,Scheduled
2024-04-16,6:00 PM,8:00 PM,Seattle Kraken,,Winnipeg Jets,,Scheduled
2024-04-16,8:00 PM,10:00 PM,Chicago Blackhawks,,Vegas Golden Knights,,Scheduled
2024-04-16,8:00 PM,10:00 PM,Calgary Flames,,Vancouver Canucks,,Scheduled
2024-04-17,5:00 PM,7:00 PM,Pittsburgh Penguins,,New York Islanders,,Scheduled
2024-04-17,5:00 PM,7:00 PM,Toronto Maple Leafs,,Tampa Bay Lightning,,Scheduled
2024-04-17,7:30 PM,9:30 PM,St. Louis Blues,,Dallas Stars,,Scheduled
2024-04-17,8:00 PM,10:00 PM,Edmonton Oilers,,Arizona Coyotes,,Scheduled
2024-04-18,5:00 PM,7:00 PM,Seattle Kraken,,Minnesota Wild,,Scheduled
2024-04-18,6:00 PM,8:00 PM,Vancouver Canucks,,Winnipeg Jets,,Scheduled
2024-04-18,7:00 PM,9:00 PM,San Jose Sharks,,Calgary Flames,,Scheduled
2024-04-18,7:30 PM,9:30 PM,Edmonton Oilers,,Colorado Avalanche,,Scheduled
2024-04-18,8:00 PM,10:00 PM,Anaheim Ducks,,Vegas Golden Knights,,Scheduled
2024-04-18,8:30 PM,10:30 PM,Chicago Blackhawks,,Los Angeles Kings,,Scheduled
